9 8/11	[写真]
16:52	ゆうげん	カーディガン
16:53	ゆうげん	一応スカートとセットアップ
16:53	あすか 11/19 8/11	んーー、どうなんやろ
16:53	あすか 11/19 8/11	一目惚れはせんかった
16:53	あすか 11/19 8/11	[写真]
16:53	あすか 11/19 8/11	[写真]
16:53	あすか 11/19 8/11	これよねー、私が気に入ってたの
16:54	ゆうげん	"そ
色あせたやつ"
16:54	ゆうげん	[写真]
16:54	あすか 11/19 8/11	これは今見ても可愛いしマジでお気に入りで何回も着てた（笑）
17:46	あすか 11/19 8/11	そういえば
17:46	ゆうげん	ん?
17:46	ゆうげん	[スタンプ]
17:46	あすか 11/19 8/11	なぎの製作
17:46	あすか 11/19 8/11	みてくれた？
17:47	ゆうげん	ん?
17:47	あすか 11/19 8/11	[写真]
17:47	あすか 11/19 8/11	[写真]
17:47	あすか 11/19 8/11	[写真]
17:47	あすか 11/19 8/11	[写真]
17:47	あすか 11/19 8/11	これ
17:47	あすか 11/19 8/11	送ったんやけど見た？
17:47	ゆうげん	"え
いつおくった?"
17:47	あすか 11/19 8/11	ひな祭りやからひな祭り製作したよって
17:48	ゆうげん	あ
17:48	ゆうげん	上のか
17:48	ゆうげん	スルーしちゃってた
17:48	ゆうげん	今気づいた
17:48	あすか 11/19 8/11	気付いててスルーしてるんか思た
17:48	あすか 11/19 8/11	なぎちゃんの力作
17:48	ゆうげん	さすがにそれは冷たい
17:48	ゆうげん	顔のシールもなぎ??
17:49	あすか 11/19 8/11	うん
17:49	ゆうげん	すごい
17:49	あすか 11/19 8/11	顔のパーツと服のお絵描き梛
17:49	ゆうげん	すごいやん
17:49	ゆうげん	色も自分で選んだん??
17:49	ゆうげん	男女でしっかり分けてるけど
17:49	あすか 11/19 8/11	いや、私よ
17:49	ゆうげん	さすがにね
17:50	あすか 11/19 8/11	顔おもろ可愛い
17:50	あすか 11/19 8/11	特におひなさま
17:50	ゆうげん	目がこぼれ落ちとる
17:51	あすか 11/19 8/11	"保育園とか行ってたらこの歳も
製作あるし持って帰ってくるから思い出になるけど"
17:51	あすか 11/19 8/11	ナギ行ってないから
17:51	あすか 11/19 8/11	なんかおうちで作って見よと思って
17:51	ゆうげん	いいねいいね
17:51	ゆうげん	こういうのもっと増やしたい
17:51	ゆうげん	コルクボードに貼ろ
17:51	あすか 11/19 8/11	顔がおかしいのとかなぐり描きとかって今しか出せんから
17:52	あすか 11/19 8/11	思い出になるよね
17:52	あすか 11/19 8/11	ちなみに梛がパッツンやからお内裏様とお雛様もパッツンにしてみた
17:52	ゆうげん	おじゃる丸っぽい
18:16	あすか 11/19 8/11	[写真]
18:16	あすか 11/19 8/11	[写真]
18:16	あすか 11/19 8/11	"この即って書いてるのは
どれもあけていいやつ？"
18:17	ゆうげん	いいよ
18:17	あすか 11/19 8/11	おけ、ありがと
18:17	ゆうげん	もう何入ってるか忘れた
19:39	あすか 11/19 8/11	夏物っぽかった
19:50	ゆうげん	あれま
20:07	ゆうげん	待ってな
20:07	ゆうげん	色々送るから
21:14	あすか 11/19 8/11	いや、春も着れるようなカーディガンとかもあるよ
21:14	ゆうげん	その中に?
21:14	ゆうげん	何送ったっけ
21:14	あすか 11/19 8/11	"おしゃれする場面もないし
あるので大丈夫"
21:14	ゆうげん	マジで覚えてない
21:14	あすか 11/19 8/11	昔から持ってるGUのとか
21:14	あすか 11/19 8/11	ゆーくんが買ってくれてるユニクロのとかある
21:15	ゆうげん	ごめんな
21:15	ゆうげん	早く合流して
21:15	ゆうげん	好きなようにしたいな
21:15	ゆうげん	[スタンプ]
21:15	あすか 11/19 8/11	Olu.のカーディガンは何かのプレゼントに欲しいな
21:15	あすか 11/19 8/11	|´-`)ﾁﾗｯ
21:18	ゆうげん	[スタンプ]
21:19	ゆうげん	[写真]
21:19	ゆうげん	[写真]
21:19	ゆうげん	プロポーズしてもらったんやって
21:22	ゆうげん	アダン君27さい
21:24	ゆうげん	"アメリカ国籍のメキシコ人
リメンバーミーの国やね"
21:28	ゆうげん	☎ 通話をキャンセルしました
21:48	あすか 11/19 8/11	プロポーズすてき
21:49	あすか 11/19 8/11	おめでとうやね
21:49	あすか 11/19 8/11	なぎ寝かせてた

2022/03/04(金)
05:10	ゆうげん	☎ 通話時間 7:20:56
08:30	ゆうげん	おはよう
08:30	ゆうげん	準備して
08:30	ゆうげん	ダイケン行くね
08:34	ゆうげん	きょう
08:34	ゆうげん	4回も夢見た
08:34	ゆうげん	ほぼ悪夢
09:00	あすか 11/19 8/11	おはよう
09:01	あすか 11/19 8/11	気をつけていってらっしゃい
09:01	あすか 11/19 8/11	どんな夢見たん？
09:01	あすか 11/19 8/11	私も夢見た、嫌な感じの
09:01	ゆうげん	自分の部屋じゃないところで起きて
09:01	ゆうげん	自分のものと他人のものが部屋に混じってる感じ
09:01	ゆうげん	めっちゃ気持ち悪かった
09:02	ゆうげん	"次は
同じく自分の部屋で起きたけど"
09:02	ゆうげん	電気つけれなくてかなり暗くて
09:02	ゆうげん	ブレーカー何度も戻してるのに落ちるし
09:02	ゆうげん	iPhoneのライトつけてもすふ消える
09:02	ゆうげん	すぐ
09:02	ゆうげん	とりあえず全体的にめっちゃ気持ち悪かった
09:03	あすか 11/19 8/11	"よくわからん感じの
夢やったのね"
09:03	ゆうげん	やっぱり今の世界の情勢に不安になってるのかな
09:03	ゆうげん	精神的に
09:08	あすか 11/19 8/11	考えたらまじで精神的な病気なる
09:09	あすか 11/19 8/11	コロナもやし戦争もやし
09:09	あすか 11/19 8/11	コロナなる前に別の病気なりそうって何回思ってきたか
09:09	あすか 11/19 8/11	ほんま嫌な世の中よね
09:09	ゆうげん	もう一個あるわ
09:09	ゆうげん	自分じゃないいびきがめっちゃ聞こえる夢
09:10	ゆうげん	息止めてるのにいびき聞こえる
09:10	ゆうげん	もはやホラー
09:11	あすか 11/19 8/11	[写真]
09:11	あすか 11/19 8/11	私は久々にゆーくん夢に出てきた
09:13	ゆうげん	どんな夢?
09:15	あすか 11/19 8/11	ゆーくんが他の人ともヤッてるの知ってるのに(浮気してるの私が知ってる状況)ゆー君はそれにも気付いてなくて何食わぬ顔でいつものように優しく誘いかけてきてそれが無理すぎて拒否反応やばかったっていう夢
09:16	ゆうげん	俺いっつもそういう立ち回り
09:16	あすか 11/19 8/11	いやほんまに
09:17	あすか 11/19 8/11	"だから夢ではゆー君に
会いたくない（笑）"
09:17	ゆうげん	夢占いでは逆なんやろ?
09:18	あすか 11/19 8/11	詳しく調べたらどうか分からんけど、パートナーとの喧嘩とか良くない感じの夢は基本的に逆夢やった気がする
09:29	あすか 11/19 8/11	もう着く？
09:29	あすか 11/19 8/11	ダイケン
09:37	ゆうげん	まだ電車よ
09:37	ゆうげん	もうちょい
09:57	ゆうげん	着いて待機中
10:04	あすか 11/19 8/11	着いたのね
11:04	ゆうげん	☎ 通話に応答がありませんでした
11:04	ゆうげん	一応説明受け終わったよ
11:04	ゆうげん	余裕あったら電話して
11:04	ゆうげん	ちょ
11:06	ゆうげん	☎ 通話に応答がありませんでした
11:16	あすか 11/19 8/11	☎ 通話時間 9:02
11:16	あすか 11/19 8/11	玄関のセパレートってなに
11:32	ゆうげん	☎ 通話をキャンセルしました
11:41	ゆうげん	電車や
11:41	あすか 11/19 8/11	☎ 通話をキャンセルしました
11:41	ゆうげん	靴箱やね
11:41	あすか 11/19 8/11	ごめんお昼ご飯準備してた
11:41	ゆうげん	上と下で別れて
11:41	ゆうげん	間に空間があるやつ
11:41	あすか 11/19 8/11	どんな感じの？
11:42	ゆうげん	おれがこんなんがいいって思ったやつ
11:42	ゆうげん	家ついたらカタログ写真送るね
11:46	ゆうげん	[写真]
11:46	ゆうげん	これの1番左がないやつ
11:46	あすか 11/19 8/11	なるほど
11:46	あすか 11/19 8/11	ありがとう
11:47	ゆうげん	取手なしのプッシュタイプ
11:47	ゆうげん	ママとナギの靴は下で
11:47	ゆうげん	俺は上に置く
12:41	あすか 11/19 8/11	どこはどこの何を採用するかってちゃんと決めていかなきゃやな
12:41	あすか 11/19 8/11	あとTOTOは見に行くけど
12:43	ゆうげん	そうだね
12:43	ゆうげん	また電話しよ
14:42	あすか 11/19 8/11	うん、おけ
14:43	あすか 11/19 8/11	[写真]
14:43	ゆうげん	おおきくなって
14:43	ゆうげん	かわいい
14:43	ゆうげん	そして
14:43	ゆうげん	猿の
14:43	ゆうげん	カメラ目線
14:45	あすか 11/19 8/11	ほんまや猿カメラ目線（笑）
14:47	ゆうげん	[写真]
16:00	ゆうげん	なんか
16:00	ゆうげん	きゅうに
16:00	ゆうげん	ナギがルンバでないてたり
16:00	ゆうげん	乗っかって動いたり
16:00	ゆうげん	思い出した
17:46	あすか 11/19 8/11	文字（笑）
17:46	あすか 11/19 8/11	めっちゃ急（笑）
17:46	ゆうげん	あとはしなプシュダッシュナギ
17:46	ゆうげん	あの頃からアクティブやし
17:47	ゆうげん	集中力すごいよな
18:05	ゆうげん	一応
18:05	ゆうげん	労金のカードは再発行手続きもう送ってるから
18:05	ゆうげん	カード届いたら
18:06	ゆうげん	45-50くらい振り込んどくな
18:25	あすか 11/19 8/11	集中力はあんまないよ
18:25	あすか 11/19 8/11	うん、ありがとう
18:25	ゆうげん	"そう?
飽き性な感じか"
18:25	あすか 11/19 8/11	"うん、YouTubeも
何か食べながらとかやったら
じっとみたりするけど"
18:26	あすか 11/19 8/11	すぐ違うって言ってきて変えさせられるし（笑）
18:26	あすか 11/19 8/11	ひとつの玩具で長い時間ってのもあんまないよ
18:40	ゆうげん	うーん
18:40	ゆうげん	短時間特化型か
19:21	あすか 11/19 8/11	まぁまだわからんけど
19:21	あすか 11/19 8/11	割と短気やなって思うよ
20:04	ゆうげん	俺に似たらあかん
20:05	あすか 11/19 8/11	[スタンプ]
20:05	あすか 11/19 8/11	お風呂入ってくるよ
20:06	ゆうげん	おけい
20:06	ゆうげん	ママの優しさと
20:06	ゆうげん	俺の集中力
20:06	ゆうげん	ママの忍耐力と
20:06	ゆうげん	俺の機転
20:06	ゆうげん	この辺が引き継げればなぁ
20:53	あすか 11/19 8/11	まぁ誰しも長所短所ってあるから
20:53	あすか 11/19 8/11	長所に自信を持ってよりのばしていけたらいいよね
20:53	ゆうげん	せやね
20:53	ゆうげん	いつまでも笑顔でいられるように
20:53	ゆうげん	俺も頑張ろ

2022/03/05(土)
07:45	ゆうげん	おはよう
07:45	ゆうげん	寝ちゃったよ
08:40	あすか 11/19 8/11	おはよ
08:40	あすか 11/19 8/11	なぎ寝かしつけてそのまま寝ちゃってた
08:41	ゆうげん	おはは
08:41	ゆうげん	ゆっくりできた?
08:41	ゆうげん	無理せずね
08:49	あすか 11/19 8/11	[写真]
08:49	あすか 11/19 8/11	リビング模様替え中
08:50	あすか 11/19 8/11	[動画]
09:21	ゆうげん	え
09:21	ゆうげん	こんなんあったけ
09:21	ゆうげん	すいぃー
09:22	ゆうげん	これ気をつけないとな
09:22	あすか 11/19 8/11	なかったよ
09:22	あすか 11/19 8/11	模様替えしてスペース空いたから出した
09:22	ゆうげん	4万するのか
09:22	ゆうげん	それ
09:23	あすか 11/19 8/11	ん？知らん
09:23	ゆうげん	どんな部屋になった？
09:23	ゆうげん	まだやってる最中?
09:23	ゆうげん	あ
09:23	ゆうげん	明日荷物届くよ
09:24	あすか 11/19 8/11	まだめっちゃ途中
09:24	あすか 11/19 8/11	[写真]
09:24	あすか 11/19 8/11	[写真]
09:24	あすか 11/19 8/11	なんの？
09:24	ゆうげん	ボアボア
09:24	あすか 11/19 8/11	ありがと
09:24	ゆうげん	あと化粧落としとか
09:24	ゆうげん	ミノンとか
09:25	あすか 11/19 8/11	そういえば在宅ワーク完全に辞めました
09:25	あすか 11/19 8/11	ありがとう！
09:25	ゆうげん	お疲れ様やで
09:25	ゆうげん	培ったインスタアカウントで
09:25	ゆうげん	頑張ろ
09:25	あすか 11/19 8/11	辞めてからの方がアカウント動かしてるしそろそろカメラアカウントも再開しようとしてる
09:26	あすか 11/19 8/11	[写真]
09:26	あすか 11/19 8/11	"この写真放置してるのに
いいねもコメントも増えてる笑"
09:26	ゆうげん	カメラ送ろうかな
09:26	ゆうげん	あのちっちゃいやつ
09:26	ゆうげん	すごいね
09:27	あすか 11/19 8/11	あとちっちゃいやつ？
09:27	ゆうげん	小さいカメラあったやん
09:27	ゆうげん	黒い
09:27	ゆうげん	あれ送ろうかなって
09:28	あすか 11/19 8/11	それよりもこのiPhoneどーにかせな容量、、笑
09:28	ゆうげん	でかいと持ち歩くのしんどいやろうし
09:28	ゆうげん	買い換えよ
09:28	ゆうげん	次大阪いった時
09:28	あすか 11/19 8/11	まぁカメラは特に大変さないかなぁ
09:28	ゆうげん	んじゃまずは
09:28	ゆうげん	買い替えやな
09:29	ゆうげん	俺も今日明日で
09:29	ゆうげん	ソフトバンク行ってくる
09:29	ゆうげん	料金見直さないと
09:29	あすか 11/19 8/11	[写真]
09:29	あすか 11/19 8/11	[写真]
09:29	あすか 11/19 8/11	[写真]
09:29	あすか 11/19 8/11	[写真]
09:29	あすか 11/19 8/11	[写真]
09:29	あすか 11/19 8/11	[写真]
09:29	あすか 11/19 8/11	[写真]
09:29	あすか 11/19 8/11	[写真]
09:29	あすか 11/19 8/11	この辺まだ投稿してない
09:29	ゆうげん	使ってこ
09:30	あすか 11/19 8/11	ゆー君のってSoftBankなのか
09:30	ゆうげん	そそ
09:30	あすか 11/19 8/11	私もSoftBankやけど
09:30	あすか 11/19 8/11	とりあえずiPhone本体だけ手に入れといてあとはSoftBank日にち決めて行かなあかんなぁ
09:30	あすか 11/19 8/11	多分母が一緒やとスムーズやと思う
09:31	あすか 11/19 8/11	このiPhoneの名義母やった気がする
09:31	ゆうげん	iPhoneは
09:31	ゆうげん	アップルストア過通販で買お
09:33	ゆうげん	5万円やって
09:33	ゆうげん	iPhone
09:36	あすか 11/19 8/11	なんやっけ
09:36	あすか 11/19 8/11	私が次に使おうとしてるiPhone
09:37	ゆうげん	ＳＥ
09:38	あすか 11/19 8/11	それや
09:38	ゆうげん	確か5万前後
09:38	あすか 11/19 8/11	"iPhoneの本体あれば
とりあえずSoftBank行って
そのあとどっかと契約すれば
良い感じ？"
09:38	あすか 11/19 8/11	どこと契約するん？
09:39	ゆうげん	とりあえず本体は別途購入で
09:39	ゆうげん	契約は後でできるかな
09:40	あすか 11/19 8/11	"どこと契約するか決めてるん？
SoftBankのままではないんかな"
09:40	あすか 11/19 8/11	[動画]
09:41	ゆうげん	うまなったなぁ
09:41	ゆうげん	一旦はソフトバンクのままで
09:41	ゆうげん	内容見直そ
09:42	あすか 11/19 8/11	名義変更しなあかんしね
09:42	あすか 11/19 8/11	じゃあとりあえず本体買っておいてSoftBankで見直しやね
09:42	ゆうげん	そうそれも
09:43	ゆうげん	そそ
09:43	ゆうげん	だからseで
09:43	ゆうげん	どの色がいいとか
09:43	ゆうげん	容量も
09:43	ゆうげん	候補搾っててね
09:43	あすか 11/19 8/11	母にもSoftBank付き合ってもらった方が多分スムーズやからまた日にち決めよ
09:43	ゆうげん	おけい
09:44	あすか 11/19 8/11	でも多分地鎮祭に合わせてゆーくんに帰ってきてもらうのがいいよね
09:44	あすか 11/19 8/11	seのこと調べたら色とか容量すぐでてくる？
09:44	ゆうげん	でるでる
09:44	ゆうげん	それがいいね
09:45	あすか 11/19 8/11	4/9 or 4/17が良いかなって松本さん教えてくれてたけどどーしよかな
09:46	ゆうげん	9日がいいな
09:46	ゆうげん	何事も早い方がいい
09:48	あすか 11/19 8/11	じゃあそれも踏まえて母に相談しとくね
09:48	ゆうげん	うん
09:48	ゆうげん	お願いね
09:48	ゆうげん	久しぶりにスタバ行きたいな
09:48	ゆうげん	一緒に
09:48	あすか 11/19 8/11	スタバいいね
09:52	あすか 11/19 8/11	あ
09:52	あすか 11/19 8/11	相談あるんやけど
09:52	ゆうげん	ん?
09:52	あすか 11/19 8/11	ひろみが3/10誕生日でさ
09:52	ゆうげん	おう
09:52	あすか 11/19 8/11	いつも誕生日やらクリスマスやら
09:52	ゆうげん	お返ししなな
09:52	あすか 11/19 8/11	梛にプレゼント届けてくれてるから
09:52	ゆうげん	そういう系がいい?
09:52	あすか 11/19 8/11	ひろみになんかプレゼントしたいんやけど
09:52	ゆうげん	どういう
09:53	あすか 11/19 8/11	どんなのがいいかなっていう相談（笑）
09:53	ゆうげん	ああ
09:53	ゆうげん	今からの季節かぁ
09:54	あすか 11/19 8/11	アマルさん(YouTuber？)に貢げるほどのお金はあるから欲しいものは買えてるんかなーとか思うから聞くよりサプライズにしようと思って
09:54	ゆうげん	"まあ

香水
クリーム系
靴下
靴
ロンtor半袖シャツ

かなぁ"
09:54	ゆうげん	それ以外は趣味趣向あるし
09:55	ゆうげん	あとは化粧品系
09:55	あすか 11/19 8/11	まぁ話してないから全然分からんけど昔から自分より人に使うタイプやからさひろみ
09:55	あすか 11/19 8/11	私ここ何年も私ひろみに何も出来てないのに梛にいつもプレゼントくれるから
09:56	あすか 11/19 8/11	今年こそはって思ってて
09:56	あすか 11/19 8/11	んー、何が良さそやろ
09:56	あすか 11/19 8/11	香水とかも好き嫌いあるよね
09:56	ゆうげん	アクセサリーは?
09:56	ゆうげん	リングとか
09:56	あすか 11/19 8/11	なんかオシャレなのある？
09:56	ゆうげん	俺があすかに買ってるeteは
09:57	ゆうげん	オススメよ
09:57	あすか 11/19 8/11	どんなのあるの？
09:57	ゆうげん	1万円以内で買えるし
09:57	ゆうげん	https://www.eteweb-shop.com
09:57	あすか 11/19 8/11	服は私がよく買ってたところでひろみもよくかってると思う
09:57	ゆうげん	"ほら
ママに貰ったMHLのシャツみたいに"
09:58	ゆうげん	何枚あってもいい半袖tとかは
09:58	ゆうげん	ウケるよね
09:58	あすか 11/19 8/11	またナギのお昼寝タイムとかにみる
09:58	ゆうげん	おけけ
09:59	ゆうげん	俺もシャワー浴びよ
09:59	ゆうげん	髪の毛爆発や
09:59	あすか 11/19 8/11	いってら
09:59	あすか 11/19 8/11	🚿
09:59	ゆうげん	[写真]
10:12	あすか 11/19 8/11	こわ（笑）
10:15	あすか 11/19 8/11	[写真]
10:15	あすか 11/19 8/11	[写真]
10:18	ゆうげん	仲良し親子
10:21	あすか 11/19 8/11	[写真]
10:21	あすか 11/19 8/11	実はボサボサ
10:21	ゆうげん	かわい
10:22	ゆうげん	[スタンプ]
10:22	あすか 11/19 8/11	[写真]
10:22	あすか 11/19 8/11	なぎ今日はキレイ
10:22	ゆうげん	可愛い
10:22	ゆうげん	[スタンプ]
10:22	あすか 11/19 8/11	今度地鎮祭までに美容院いこかな
10:23	ゆうげん	行っといで
10:23	ゆうげん	次ブリーチ決めといで
11:09	あすか 11/19 8/11	うん、今度はブリーチしてみる
11:10	あすか 11/19 8/11	[写真]
11:10	あすか 11/19 8/11	[写真]
11:10	あすか 11/19 8/11	買い物行ってくる
12:14	ゆうげん	行っといでー
12:14	ゆうげん	笑顔最高
12:35	あすか 11/19 8/11	[写真]
12:36	あすか 11/19 8/11	[動画]
12:36	あすか 11/19 8/11	帰ってきてご飯中
12:45	ゆうげん	なぎイス
12:45	ゆうげん	めっちゃいい
12:45	ゆうげん	ピッタリやん
12:54	あすか 11/19 8/11	☎ 不在着信
12:55	あすか 11/19 8/11	[写真]
13:05	ゆうげん	きづかんかった
13:05	ゆうげん	これ気をつけないとな
13:06	ゆうげん	でも可愛い
13:09	あすか 11/19 8/11	☎ 不在着信
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:09	あすか 11/19 8/11	[スタンプ]
13:41	ゆうげん	"まってよー
今ソフトバンク向かってる"
13:47	あすか 11/19 8/11	気をつけて
14:42	ゆうげん	めっちゃ高いプランだった
15:45	あすか 11/19 8/11	そだったのか
15:45	あすか 11/19 8/11	カットサンプル？ダイケンから届いた
15:45	あすか 11/19 8/11	住所間違えてた
15:45	あすか 11/19 8/11	そして名前國松でいけるよ
15:59	ゆうげん	あらま
16:30	ゆうげん	住所しっかり見てんけどな
17:06	あすか 11/19 8/11	"1が7になってたから
読み間違いかな"
17:16	ゆうげん	字が汚かったか..
18:55	あすか 11/19 8/11	[写真]
18:55	あすか 11/19 8/11	ココ最近どこかしらの片付けしてる
18:55	ゆうげん	綺麗な寝顔
18:55	ゆうげん	今日は餃子食べたいから
18:55	ゆうげん	買いに行ってるよ
18:58	あすか 11/19 8/11	餃子いいね
18:58	あすか 11/19 8/11	お気をつけて
18:59	ゆうげん	ありがとう
18:59	ゆうげん	今日もお疲れ様
19:07	あすか 11/19 8/11	まだまだよー
19:08	あすか 11/19 8/11	"お風呂入れなきゃやし
洗い物しなきゃやし
片付けれるだけ片付けなきゃ"
19:11	ゆうげん	いつもありがとう
19:11	ゆうげん	ナギのこと
20:43	あすか 11/19 8/11	[スタンプ]
20:43	ゆうげん	[動画]
20:43	ゆうげん	とりあえず
20:44	ゆうげん	これみてる
20:44	ゆうげん	[スタンプ]
20:48	あすか 11/19 8/11	それみんな好き
20:48	あすか 11/19 8/11	[スタンプ]
20:50	ゆうげん	まじで
20:50	ゆうげん	ナギの写真で６－７割容量食ってる
20:50	ゆうげん	でもそれが幸せ
20:50	ゆうげん	[写真]
20:50	ゆうげん	これも可愛い
20:50	ゆうげん	てんし
22:13	あすか 11/19 8/11	ね、ホントカメラロール9割梛かも
22:13	ゆうげん	お疲れ様よ
22:13	あすか 11/19 8/11	お疲れ様
22:19	ゆうげん	なぎ寝た?
22:39	あすか 11/19 8/11	うん、寝てるよ
22:39	ゆうげん	疲れてない?
23:00	あすか 11/19 8/11	大丈夫
23:00	あすか 11/19 8/11	今日久々にカメラで写真撮った
23:00	ゆうげん	お
23:00	ゆうげん	どんなのとったの?
23:00	あすか 11/19 8/11	そしたらまだiPhoneに取り入れてない写真あった
23:01	あすか 11/19 8/11	今日は寝てるとこ
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	取り入れてなかったやつ
23:01	ゆうげん	[写真]
23:01	ゆうげん	かおよ
23:02	あすか 11/19 8/11	おもろい
23:02	ゆうげん	鼻水も
23:02	あすか 11/19 8/11	こういう写真もたまには必要
23:03	ゆうげん	この加工ちょっと青強いから
23:03	ゆうげん	微調整したいな
23:09	あすか 11/19 8/11	これ1個いっこ私がやってる
23:09	ゆうげん	俺のフィルタじゃなくて?
23:11	あすか 11/19 8/11	いえす
23:11	ゆうげん	なるほど
23:11	ゆうげん	何でやったん??
23:11	あすか 11/19 8/11	Lightroom
23:12	ゆうげん	緑色を少しだけ青と逆方向に入れたいかも
23:12	ゆうげん	ちゃうわ
23:12	あすか 11/19 8/11	まぁ私は自己満でやってるので（笑）
23:12	ゆうげん	青を緑に寄せるや
23:12	ゆうげん	[スタンプ]
23:13	あすか 11/19 8/11	[スタンプ]
23:14	ゆうげん	[スタンプ]
23:46	ゆうげん	ママって
23:46	ゆうげん	今どれ位パンツ持ってたっけ
23:46	ゆうげん	今

2022/03/06(日)
00:59	あすか 11/19 8/11	"えー、わかんないけど
なんか色々あった気がするよ"
09:11	ゆうげん	おはよう
09:40	あすか 11/19 8/11	おはよう
09:40	あすか 11/19 8/11	ゆーくん
09:40	ゆうげん	[スタンプ]
09:41	あすか 11/19 8/11	"地鎮祭どーする？セルフ地鎮祭だけにする？
方違神社とかのお参りもいいなぁと思ったけど。。"
09:41	あすか 11/19 8/11	[動画]
09:41	ゆうげん	いつもなら
09:41	ゆうげん	セルフでいいやって思ってるけど
09:41	ゆうげん	やっぱり節目というか
09:41	ゆうげん	しっかりしたいなって思うから
09:41	ゆうげん	お参り行こや
09:42	ゆうげん	シュールな絵や
10:17	あすか 11/19 8/11	[写真]
10:17	あすか 11/19 8/11	[写真]
10:18	あすか 11/19 8/11	地鎮祭となるとやっぱ高いね
10:18	あすか 11/19 8/11	新築工事とかになるんかな？
10:18	ゆうげん	さすがに5万はあかん
10:18	ゆうげん	[スタンプ]
10:18	ゆうげん	それやったらママとかに道楽いく
10:19	あすか 11/19 8/11	"いや、あの家堺市外やから
7万ちゃうか？笑"
10:19	あすか 11/19 8/11	"だから、普通に新築工事とかの
お参りして"
10:19	ゆうげん	ユニバの年パス買うわそんなん
10:19	ゆうげん	うんうん
10:20	あすか 11/19 8/11	"鎮め物とか御札とか買って
鎮めておいたり屋根裏とかに
おいたりするくらいはしたいなって"
10:20	あすか 11/19 8/11	5000？10000？くらいと、鎮め物、お札とかのお金はいるけど
10:21	あすか 11/19 8/11	[写真]
10:21	ゆうげん	それやったら全然ええよ
10:23	あすか 11/19 8/11	"一応予約とかいらんくて
祈祷も随時やってるみたい
やけど、、いけるんかな？"
10:23	ゆうげん	まあこっちから行って
10:23	ゆうげん	ササッと終わる感じなんやろうな
10:23	あすか 11/19 8/11	[写真]
10:23	ゆうげん	祈祷料3つあるけど
10:24	ゆうげん	何がちゃうんや
10:24	ゆうげん	お気持ち(か)
10:25	あすか 11/19 8/11	"新築工事になるんかな私らは
①着工日
②建築住所
③現住所からの方角
をお伺いしますってなってる
けど、全部わかるかな？
4/9までに"
10:26	ゆうげん	"着工日はわかるんちゃう?
解体終わってるやろうし"
10:26	あすか 11/19 8/11	"4/9午前中に祈祷いって
午後にセルフ地鎮祭するって
感じの流れがいいかな？
確か9日大安やったから
1日のいつやっても大丈夫かなと思う"
10:29	ゆうげん	おけい
10:29	ゆうげん	それでいこか
10:29	あすか 11/19 8/11	一応松本さんにも相談かな
10:29	ゆうげん	せやな
10:29	あすか 11/19 8/11	"鎮め物とかお札とか
どうしたらいいかわからんしね"
10:29	あすか 11/19 8/11	"誰かに預けるのか、
その日に私が持っていくのか。。とか"
10:30	ゆうげん	場所どこやっけ
10:30	ゆうげん	地鎮祭祈祷
10:31	あすか 11/19 8/11	ん？
10:31	あすか 11/19 8/11	どゆこと？
10:31	ゆうげん	祈祷してもらう場所
10:31	あすか 11/19 8/11	方違神社？
10:31	あすか 11/19 8/11	堺
10:31	ゆうげん	ほうい?
10:31	あすか 11/19 8/11	ほうちがい
